university,user_id,user_name,number_tweets,friends_count,followers_count,created_at
pucv_cl,7.58561835897479E+017,SantillanaLAB,2293,1040,2528,Thu Jul 28 07:16:49 +0000 2016
pucv_cl,414942137,rodcontrabajo,20,154,53,Thu Nov 17 17:57:02 +0000 2011
pucv_cl,68213121,ntejos,314,456,183,Sun Aug 23 19:14:41 +0000 2009
pucv_cl,118738304,edu_hhs,13611,2650,1313,Mon Mar 01 16:15:26 +0000 2010
pucv_cl,1.2607289982268E+018,DatosLab_UPLA,0,173,4,Thu May 14 01:02:38 +0000 2020
pucv_cl,166707856,Roxanita_PR,353,175,33,Wed Jul 14 20:29:46 +0000 2010
pucv_cl,1.22476734432671E+018,oped_uc,26,411,77,Tue Feb 04 18:51:20 +0000 2020
pucv_cl,280576945,ComprensLectora,41360,19554,20430,Mon Apr 11 16:14:47 +0000 2011
pucv_cl,1.2656456409708E+018,Richard_M4T,0,48,2,Wed May 27 14:07:01 +0000 2020
pucv_cl,76536637,agmproject,5927,3922,909,Wed Sep 23 02:42:15 +0000 2009
pucv_cl,995799091,FACEAUV,225,521,204,Fri Dec 07 20:18:20 +0000 2012
pucv_cl,1.23773877867398E+018,BerriosCavieres,66,362,27,Wed Mar 11 13:55:06 +0000 2020
pucv_cl,36213980,freeoftheories,3472,4961,586,Tue Apr 28 23:39:23 +0000 2009
pucv_cl,1.07187269984732E+018,diecosa,437,984,1082,Sun Dec 09 21:02:20 +0000 2018
pucv_cl,1.15050948738989E+018,eriiiknicolas,9,103,5,Sun Jul 14 20:56:52 +0000 2019
pucv_cl,9.07045991022555E+017,ARojasCuadra,210,254,36,Mon Sep 11 00:59:51 +0000 2017
pucv_cl,1.09332328187107E+018,macob01,20,118,3,Thu Feb 07 01:39:18 +0000 2019
pucv_cl,1368505898,miguelala100,271,1946,110,Sun Apr 21 02:44:38 +0000 2013
pucv_cl,7.08096867490464E+017,NicoleAriasA,755,499,104,Fri Mar 11 01:07:03 +0000 2016
pucv_cl,116061193,OPINOLOGOCHILE,54,687,34,Sun Feb 21 01:12:16 +0000 2010
pucv_cl,88765971,kimiojvm,5,117,35,Mon Nov 09 21:28:36 +0000 2009
pucv_cl,157507349,AlisonWD,1,42,21,Sun Jun 20 01:33:09 +0000 2010
pucv_cl,1167606872,Carla_H_S,5831,1576,1316,Mon Feb 11 02:30:37 +0000 2013
pucv_cl,83974491,rodrigolobosm,4692,852,264,Wed Oct 21 01:39:57 +0000 2009
pucv_cl,36245735,marcelakaplan,13222,1392,3948,Wed Apr 29 01:36:53 +0000 2009
pucv_cl,7.94613426140181E+017,patocerdaciudad,7653,511,716,Fri Nov 04 18:52:58 +0000 2016
pucv_cl,2251355638,jodogamoz,3,275,20,Mon Dec 30 04:47:10 +0000 2013
pucv_cl,1.21559436036615E+018,RecyclesEu,26,56,23,Fri Jan 10 11:21:14 +0000 2020
pucv_cl,317373319,CarlaFardella,33,261,138,Tue Jun 14 20:55:27 +0000 2011
pucv_cl,1905137713,marturetg,165844,3850,2364,Wed Sep 25 18:57:44 +0000 2013
pucv_cl,9.74782559862305E+017,HugoJoaqunMoli1,133,216,13,Fri Mar 16 23:00:47 +0000 2018
pucv_cl,967961486,ME_UACh,133,111,167,Sat Nov 24 12:44:51 +0000 2012
pucv_cl,8.74311558414967E+017,JuanFco_sp,46,41,29,Mon Jun 12 17:04:54 +0000 2017
pucv_cl,1.26285417028724E+018,MarcelTheza,33,160,49,Tue May 19 21:16:01 +0000 2020
pucv_cl,1.19757750138984E+018,LuisPug04588763,0,9,0,Thu Nov 21 18:08:28 +0000 2019
pucv_cl,166998964,RodrigoV_34,44,961,17,Thu Jul 15 14:21:24 +0000 2010
pucv_cl,154556020,d_acm17,49,487,18,Fri Jun 11 15:18:33 +0000 2010
pucv_cl,1472025673,poyosic,10,92,8,Fri May 31 12:10:17 +0000 2013
pucv_cl,349254121,andreita_te,1067,970,433,Fri Aug 05 20:23:02 +0000 2011
pucv_cl,2154415738,ruthcontanza,30,291,49,Sat Oct 26 14:53:22 +0000 2013
pucv_cl,520857296,maxixmilenio,324,255,20,Sun Mar 11 00:21:58 +0000 2012
pucv_cl,100606328,NaatyCarcamo,51849,417,877,Wed Dec 30 22:01:19 +0000 2009
pucv_cl,1.09946242313897E+018,JKinesiologia,46,94,7,Sun Feb 24 00:14:03 +0000 2019
pucv_cl,500383066,Gabitu_,1499,219,62,Thu Feb 23 02:45:44 +0000 2012
pucv_cl,96969892,PipeDuarteh,1124,523,96,Tue Dec 15 12:16:48 +0000 2009
pucv_cl,294272939,ffclauu,3077,675,88,Fri May 06 20:58:44 +0000 2011
pucv_cl,552622475,FIPLV,34639,3003,2686,Fri Apr 13 11:34:02 +0000 2012
pucv_cl,134209327,gabrielbena,899,597,252,Sat Apr 17 19:16:44 +0000 2010
pucv_cl,135563934,karingonzalezp,258,479,55,Wed Apr 21 17:13:26 +0000 2010
pucv_cl,50168432,eoman,933,1329,574,Wed Jun 24 01:23:55 +0000 2009
pucv_cl,1.25859147685173E+018,SiilverfoxK,14,15,2,Fri May 08 02:56:13 +0000 2020
pucv_cl,1.25134786245104E+018,superMcuadrai,4,124,43,Sat Apr 18 03:12:52 +0000 2020
pucv_cl,554647755,info_navarro,13569,1192,3571,Sun Apr 15 19:00:27 +0000 2012
pucv_cl,1322366659,magna_espinoza,20,105,22,Tue Apr 02 12:12:31 +0000 2013
pucv_cl,1.18971518710604E+018,m_henriquezs,0,91,4,Thu Oct 31 01:26:27 +0000 2019
pucv_cl,1.25012413052509E+018,MaribelViera4,7,123,3,Tue Apr 14 18:10:09 +0000 2020
pucv_cl,144277263,Jose_Valdivia_S,6,49,5,Sat May 15 20:42:09 +0000 2010
pucv_cl,1.2602346516434E+018,sbsan78,2,72,0,Tue May 12 15:45:49 +0000 2020
pucv_cl,1.25927847938582E+018,DoctoradoDe,82,291,83,Sun May 10 00:26:19 +0000 2020
pucv_cl,18357876,rcorbal,12774,3235,1877,Wed Dec 24 14:28:25 +0000 2008
pucv_cl,1.08775044950206E+018,NotarConser_cl,655,633,599,Tue Jan 22 16:34:51 +0000 2019
pucv_cl,3122619653,mauricihoramir1,49,424,20,Sat Mar 28 00:22:59 +0000 2015
pucv_cl,280298298,SaltamontesPao,111,181,29,Mon Apr 11 02:03:45 +0000 2011
pucv_cl,1.1974922477822E+018,Nicol4spino,11,95,6,Thu Nov 21 12:29:47 +0000 2019
pucv_cl,1284338042,nycityb0y,9,79,1,Wed Mar 20 21:36:08 +0000 2013
pucv_cl,1.25053224551073E+018,femme_paola,18,237,18,Wed Apr 15 21:11:51 +0000 2020
pucv_cl,7.58544220357526E+017,JcDenisse,26,48,1,Thu Jul 28 06:06:50 +0000 2016
pucv_cl,9.79490751741596E+017,historiausach,285,2189,608,Thu Mar 29 22:49:28 +0000 2018
pucv_cl,456696498,HRLM1970,1132,363,57,Fri Jan 06 15:08:28 +0000 2012
pucv_cl,2751300411,Luks_Moreno17,182,59,15,Tue Aug 26 00:29:18 +0000 2014
pucv_cl,1.25771587808864E+018,hpv2villarrica,34,95,10,Tue May 05 16:59:33 +0000 2020
pucv_cl,2457257070,LangmeierSchulz,3399,4429,593,Mon Apr 21 23:36:43 +0000 2014
pucv_cl,1.24024365230946E+018,Fernand12652025,628,2882,589,Wed Mar 18 12:07:13 +0000 2020
pucv_cl,726902617,Gab_TorresP,525,652,72,Mon Jul 30 21:35:55 +0000 2012
pucv_cl,2446257642,Busssanna,2,152,15,Wed Apr 16 00:23:46 +0000 2014
pucv_cl,129263575,Marcelo_Edd,281,902,104,Sat Apr 03 18:24:25 +0000 2010
pucv_cl,7.97005157737333E+017,rich_lesser,7,1167,322,Fri Nov 11 09:16:52 +0000 2016
pucv_cl,1.18664193899016E+018,La_ougi,1610,245,81,Tue Oct 22 13:54:31 +0000 2019
pucv_cl,319925960,YermanrojoULC,529,546,173,Sun Jun 19 00:34:35 +0000 2011
pucv_cl,2368173785,fercorrego,74,790,111,Thu Feb 27 03:25:40 +0000 2014
pucv_cl,1.25710921204128E+018,m_veralucero,0,44,4,Mon May 04 00:46:23 +0000 2020
pucv_cl,1876365361,OrientadoresEdu,367,1920,692,Tue Sep 17 17:48:38 +0000 2013
pucv_cl,300582086,zuniga_1007,1600,1973,211,Wed May 18 00:48:23 +0000 2011
pucv_cl,2270908992,manolillo1507,2219,78,28,Tue Dec 31 22:52:30 +0000 2013
pucv_cl,109121520,etienne2905,3306,383,80,Thu Jan 28 01:32:41 +0000 2010
pucv_cl,139291203,gimgarrido,3380,2135,542,Sun May 02 04:28:49 +0000 2010
pucv_cl,1.21813899306753E+018,FuturoTarapaca,151,1419,190,Fri Jan 17 11:52:35 +0000 2020
pucv_cl,2321013707,ange_romero_a,7,50,4,Mon Feb 03 01:23:56 +0000 2014
pucv_cl,1.25449314602258E+018,CotecitaSaaved2,53,1254,13,Sun Apr 26 19:31:26 +0000 2020
pucv_cl,1.20273469532004E+018,AminChile,14,406,69,Thu Dec 05 23:41:24 +0000 2019
pucv_cl,51926729,ngalindo_s,67,675,23,Mon Jun 29 02:29:54 +0000 2009
pucv_cl,1.19935878866448E+018,zet_paz,8,194,12,Tue Nov 26 16:06:49 +0000 2019
pucv_cl,1323059089,RodQT,122,799,54,Tue Apr 02 18:41:27 +0000 2013
pucv_cl,1.2512619251215E+018,BioeticaCritica,23,435,45,Fri Apr 17 21:31:14 +0000 2020
pucv_cl,1.0248594343492E+018,NicoleOsiadacz,26,129,95,Thu Aug 02 03:28:24 +0000 2018
pucv_cl,273201243,YoyoGosling,14,190,17,Mon Mar 28 01:24:38 +0000 2011
pucv_cl,189757855,Mati_AP_,3,179,15,Sun Sep 12 04:04:57 +0000 2010
pucv_cl,1.25517201483234E+018,ElMarioSkeet,7,44,5,Tue Apr 28 16:28:30 +0000 2020
pucv_cl,1.25446210488051E+018,pabloighm,0,124,2,Sun Apr 26 17:27:35 +0000 2020
pucv_cl,1.25159822577525E+018,LtSiniestros,58,437,11,Sat Apr 18 19:47:35 +0000 2020
pucv_cl,3087552635,Sashiroco,14,154,5,Wed Mar 11 23:34:42 +0000 2015
pucv_cl,153945875,zunigaaa00,8,103,17,Wed Jun 09 23:57:12 +0000 2010
pucv_cl,1.09237987107292E+018,majose_escobar,683,420,1051,Mon Feb 04 11:10:31 +0000 2019
pucv_cl,9.09941286219797E+017,Ethzhel,10,178,5,Tue Sep 19 00:44:43 +0000 2017
pucv_cl,1.2548268389055E+018,Electronica_AOC,9,65,0,Mon Apr 27 17:36:53 +0000 2020
pucv_cl,47486160,Veritro,1187,367,166,Tue Jun 16 00:05:46 +0000 2009
pucv_cl,1.16439343578633E+018,AlfaroDev,2654,1845,182,Thu Aug 22 04:26:54 +0000 2019
pucv_cl,1.25474319095291E+018,Juanchongo4,11,38,2,Mon Apr 27 12:04:39 +0000 2020
pucv_cl,1.24945108933573E+018,CarlosS08941911,0,46,1,Sun Apr 12 21:35:41 +0000 2020
pucv_cl,138630123,Elizabeth_a_h,344,606,187,Fri Apr 30 03:07:13 +0000 2010
pucv_cl,282114695,Bartfuen,564,220,103,Thu Apr 14 15:37:23 +0000 2011
pucv_cl,1.18749334689957E+018,FpMoncho,2,441,8,Thu Oct 24 22:18:18 +0000 2019
pucv_cl,362697067,RSanchezCesar,20229,506,497,Fri Aug 26 20:50:42 +0000 2011
pucv_cl,611199126,Paulacor34,999,2283,191,Sun Jun 17 20:57:41 +0000 2012
pucv_cl,1.24481950165854E+018,SepulvedaJav1,31,104,5,Tue Mar 31 02:51:40 +0000 2020
pucv_cl,9.12832431874593E+017,Dimarepucv,355,318,334,Wed Sep 27 00:13:06 +0000 2017
pucv_cl,3165302885,revistademarina,191,153,249,Mon Apr 13 20:10:36 +0000 2015
pucv_cl,3522286212,Symmetry_MDPI,979,433,425,Fri Sep 11 03:21:52 +0000 2015
pucv_cl,7.39052733664252E+017,ogaz_karinaogaz,15,400,17,Sat Jun 04 11:14:37 +0000 2016
pucv_cl,1289854783,genesiss_g,41,131,22,Fri Mar 22 22:49:22 +0000 2013
pucv_cl,1.19113650393151E+018,Andre42058930,0,27,1,Sun Nov 03 23:34:48 +0000 2019
pucv_cl,1325685097,CaceresCes,1,81,1,Wed Apr 03 23:35:19 +0000 2013
pucv_cl,129305877,rjwoods88,307,468,70,Sat Apr 03 21:37:03 +0000 2010
pucv_cl,9.41343673211589E+017,jesusantocl,57,497,29,Thu Dec 14 16:26:35 +0000 2017
pucv_cl,1345566350,rhurtadop96,1024,737,442,Thu Apr 11 23:57:00 +0000 2013
pucv_cl,43623273,juanpa_epull,409,4727,812,Sun May 31 00:25:37 +0000 2009
pucv_cl,355149222,liliam_rodrguez,410,236,15,Sun Aug 14 22:31:39 +0000 2011
pucv_cl,1.25225451361819E+018,mbmfpucv,11,31,5,Mon Apr 20 15:16:50 +0000 2020
pucv_cl,351265295,11septiembre73,91449,5003,2578,Tue Aug 09 00:52:18 +0000 2011
pucv_cl,721651056,ximeruze,225,370,51,Sat Jul 28 06:36:41 +0000 2012
pucv_cl,169339111,yei_ci_em,197,348,59,Thu Jul 22 03:06:22 +0000 2010
pucv_cl,1.06058276171359E+018,Raquel65161121,1078,237,172,Thu Nov 08 17:20:09 +0000 2018
pucv_cl,2901831479,hispano726,52,1626,108,Tue Dec 02 03:58:20 +0000 2014
pucv_cl,141020525,CorazondCostina,3510,582,218,Fri May 07 00:14:53 +0000 2010
pucv_cl,180548295,janoCaceresV,100,101,45,Thu Aug 19 22:26:03 +0000 2010
pucv_cl,361223036,sebastia34,88,163,16,Wed Aug 24 13:06:49 +0000 2011
pucv_cl,126791351,sherryes_,397,394,146,Sat Mar 27 01:00:29 +0000 2010
pucv_cl,1.00823385281551E+018,paomolinave,91964,1638,2321,Sun Jun 17 06:24:17 +0000 2018
pucv_cl,122545143,basti211,88,245,21,Sat Mar 13 02:41:07 +0000 2010
pucv_cl,65974400,fran_rencoret,2239,111,62,Sat Aug 15 20:45:31 +0000 2009
pucv_cl,111146224,patanachica,7629,649,188,Wed Feb 03 23:29:22 +0000 2010
pucv_cl,1.2412629555908E+018,KathyG52618845,10,213,6,Sat Mar 21 07:18:58 +0000 2020
pucv_cl,2306947985,IgnacioMerinoM,1616,1046,257,Mon Jan 27 03:37:28 +0000 2014
pucv_cl,283333241,scd_apoquindo,8602,2382,1490,Sun Apr 17 02:49:45 +0000 2011
pucv_cl,9.29884678215041E+017,HBwants2draw,691,155,22,Mon Nov 13 01:32:38 +0000 2017
pucv_cl,1.24401851186693E+018,data_int,258,1778,165,Sat Mar 28 21:48:34 +0000 2020
pucv_cl,1.06077392001666E+018,AlcarvajalReyes,889,3553,93,Fri Nov 09 05:59:45 +0000 2018
pucv_cl,538032053,joseoyarzo5,9850,1831,200,Tue Mar 27 10:01:08 +0000 2012
pucv_cl,8.97305827983413E+017,nfernandezh_,206,232,24,Tue Aug 15 03:55:55 +0000 2017
pucv_cl,173320945,Ecolpress,18,70,10,Sun Aug 01 02:43:30 +0000 2010
pucv_cl,2738942622,Twiterabacan,1563,562,361,Sun Aug 17 04:07:40 +0000 2014
pucv_cl,24277421,clausoltm,7064,1320,374,Fri Mar 13 23:10:45 +0000 2009
pucv_cl,172548613,chicocaa,1646,504,86,Fri Jul 30 00:13:00 +0000 2010
pucv_cl,1.1413731650017E+018,ChileColegio,676,3483,2083,Wed Jun 19 15:52:23 +0000 2019
pucv_cl,1.24391817037477E+018,teologiapucv,181,125,75,Sat Mar 28 15:09:52 +0000 2020
pucv_cl,1.25079693694643E+018,manuela68797964,2,70,1,Thu Apr 16 14:43:38 +0000 2020
pucv_cl,1.18571001627743E+018,GABRIELASCARMO1,100,63,7,Sun Oct 20 00:11:28 +0000 2019
pucv_cl,1.18154148636782E+018,LetrasUnab,49,127,77,Tue Oct 08 12:07:12 +0000 2019
pucv_cl,8.56251824134869E+017,Pedro_RU10,19,70,7,Sun Apr 23 21:01:58 +0000 2017
pucv_cl,68825729,carmengloriag,2102,447,183,Tue Aug 25 22:41:21 +0000 2009
pucv_cl,2508169019,eliberriosa,237,481,73,Fri Apr 25 11:05:33 +0000 2014
pucv_cl,1.24971347727238E+018,SSilviaT,0,10,0,Mon Apr 13 14:58:12 +0000 2020
pucv_cl,119735165,diegojadan,4525,584,1127,Thu Mar 04 13:54:03 +0000 2010
pucv_cl,1.14555259300076E+018,BastianCord,274,321,82,Mon Jul 01 04:39:56 +0000 2019
pucv_cl,1.2221845785862E+018,ManriquezLuchoM,18,117,61,Tue Jan 28 15:48:17 +0000 2020
pucv_cl,1.2487634423471E+018,modestarociio,0,88,2,Sat Apr 11 00:03:12 +0000 2020
pucv_cl,1.24815648550443E+018,Electroplash2,4,18,0,Thu Apr 09 07:51:20 +0000 2020
pucv_cl,129048754,marcelamaureira,19,299,50,Sat Apr 03 01:22:49 +0000 2010
pucv_cl,1.18536436511091E+018,Benjami99408136,1,24,0,Sat Oct 19 01:18:51 +0000 2019
pucv_cl,1.08238476378737E+018,felipegerardo97,1039,1593,202,Mon Jan 07 21:13:32 +0000 2019
pucv_cl,8.66694205716017E+017,paula_alqRo,3,59,4,Mon May 22 16:36:15 +0000 2017
pucv_cl,119157522,Claudita_mac,1193,60,133,Tue Mar 02 21:00:04 +0000 2010
pucv_cl,1.24790814462749E+018,Cristin61310395,2,45,1,Wed Apr 08 15:24:51 +0000 2020
pucv_cl,445576732,camifasola,254,254,41,Sat Dec 24 15:40:14 +0000 2011
pucv_cl,118547524,Rorroyarzo_S,186,73,28,Mon Mar 01 01:25:57 +0000 2010
pucv_cl,1.24885022625903E+018,el_manquewe,2,17,0,Sat Apr 11 05:47:59 +0000 2020
pucv_cl,1.23600810430056E+018,Moritta15287090,2,28,2,Fri Mar 06 19:18:03 +0000 2020
pucv_cl,1.21170716030169E+018,adaaaaaaa112331,472,29,4,Mon Dec 30 17:54:41 +0000 2019
pucv_cl,52730329,RodrigoKarcamo,518,2716,107,Wed Jul 01 13:51:56 +0000 2009
pucv_cl,1.24840352486352E+018,AntiguaPucv,3,86,41,Fri Apr 10 00:14:21 +0000 2020
pucv_cl,1.2475704058434E+018,LuisCasanovaO,1,18,3,Tue Apr 07 17:02:28 +0000 2020
pucv_cl,104717793,PaulaCastM,42,134,33,Thu Jan 14 05:02:58 +0000 2010
pucv_cl,183098607,barbiegaete,4027,796,574,Thu Aug 26 03:58:00 +0000 2010
pucv_cl,8.63071907582812E+017,JavieraMolinab,750,500,162,Fri May 12 16:42:32 +0000 2017
pucv_cl,36292022,sufloresq,1834,702,144,Wed Apr 29 04:58:54 +0000 2009
pucv_cl,1.24788138324815E+018,PucvSebastian,0,17,0,Wed Apr 08 13:39:23 +0000 2020
pucv_cl,195168460,doe_cl,30485,1194,9116,Sun Sep 26 00:28:17 +0000 2010
pucv_cl,68567827,LuchadoraSocial,12458,2656,2419,Tue Aug 25 01:15:27 +0000 2009
pucv_cl,518013514,JaimeTapiaG,93,209,65,Wed Mar 07 23:05:42 +0000 2012
pucv_cl,1.24750919862103E+018,ProfeConyRamos,97,93,2,Tue Apr 07 12:59:12 +0000 2020
pucv_cl,811753344,juan_combat,15,67,3,Sat Sep 08 21:46:57 +0000 2012
pucv_cl,1.23235704619812E+018,rojas_s3,113,149,3,Tue Feb 25 17:29:59 +0000 2020
pucv_cl,1.13929427859587E+018,SSalinasMoya,287,102,25,Thu Jun 13 22:11:37 +0000 2019
pucv_cl,1.10951688903268E+018,EnfoqueCl,14,352,66,Sat Mar 23 18:06:54 +0000 2019
pucv_cl,1.21468313544468E+018,javierabarcelo,612,1024,43,Tue Jan 07 23:00:14 +0000 2020
pucv_cl,32981336,waterminder,25053,1588,944,Sat Apr 18 19:19:40 +0000 2009
pucv_cl,152324524,charlespaiva82,1,2963,130,Sat Jun 05 16:49:30 +0000 2010
pucv_cl,1.2270541810365E+018,LedeuA,77,200,7,Tue Feb 11 02:18:22 +0000 2020
pucv_cl,123869221,RobertoMaluenda,185,1068,144,Wed Mar 17 13:24:39 +0000 2010
pucv_cl,350645460,_KarlMar,3362,2007,779,Mon Aug 08 03:04:31 +0000 2011
pucv_cl,1.20202620161273E+018,emilfork_marcos,15,553,61,Wed Dec 04 00:46:06 +0000 2019
pucv_cl,168733295,Fco_Gonzalez_Mi,557,450,123,Tue Jul 20 17:07:32 +0000 2010
pucv_cl,1.13100202860654E+018,antorosalesb,6,148,17,Wed May 22 01:01:11 +0000 2019
pucv_cl,1.2465392113161E+018,NicoG_A779,18,98,2,Sat Apr 04 20:44:54 +0000 2020
pucv_cl,4854422718,MatiasBlana,101,442,94,Wed Feb 03 14:39:40 +0000 2016
pucv_cl,100311461,marceloconce,2136,1612,335,Tue Dec 29 20:20:39 +0000 2009
pucv_cl,1437413598,94Nazer,16,60,7,Sat May 18 05:06:25 +0000 2013
pucv_cl,9.67157999147143E+017,oovidiocp,951,1366,206,Fri Feb 23 22:03:30 +0000 2018
pucv_cl,78123449,LAguileraG,542,2763,305,Mon Sep 28 21:12:26 +0000 2009
pucv_cl,1.23930296241082E+018,andreakarrs,8,71,0,Sun Mar 15 21:30:37 +0000 2020
pucv_cl,851825252,tes_has,1207,154,27,Fri Sep 28 22:19:43 +0000 2012
pucv_cl,7.54427849994633E+017,lucifetasa,46,63,4,Sat Jul 16 21:29:50 +0000 2016
pucv_cl,3820382008,smaturanat,8,100,22,Wed Sep 30 02:48:56 +0000 2015
pucv_cl,1.24515061552694E+018,PedroPabloAlve2,0,22,0,Wed Apr 01 00:47:25 +0000 2020
pucv_cl,354583457,PersonajesChile,34,253,299,Sat Aug 13 23:48:31 +0000 2011
pucv_cl,1.24090031448992E+018,daniel65258642,258,1396,53,Fri Mar 20 07:17:52 +0000 2020
pucv_cl,3091758611,felipe_arria,2,91,3,Sat Mar 14 19:06:46 +0000 2015
pucv_cl,107828392,IngenieroIKTRON,3698,2070,257,Sat Jan 23 22:04:52 +0000 2010
pucv_cl,1.24573688526535E+018,Carlos09679465,13,818,19,Thu Apr 02 15:37:11 +0000 2020
pucv_cl,1.24211513294111E+018,Belen01192197,0,22,0,Mon Mar 23 15:45:09 +0000 2020
pucv_cl,1.19931112067221E+018,AbogadosUrbina,33,126,28,Tue Nov 26 12:57:19 +0000 2019
pucv_cl,1.02433092815446E+018,consultoriasmc,2,680,470,Tue Jul 31 16:28:19 +0000 2018
pucv_cl,59233035,PanchoMondaca,626,365,208,Wed Jul 22 20:07:13 +0000 2009
pucv_cl,134575882,patagoniaaysen,16228,2235,1637,Sun Apr 18 20:56:42 +0000 2010
pucv_cl,88826526,paumedel,10772,733,283,Tue Nov 10 02:11:20 +0000 2009
pucv_cl,1.24531546413542E+018,Tiare03658531,1,12,2,Wed Apr 01 11:42:18 +0000 2020
pucv_cl,543908328,dany_estela,4444,1814,626,Mon Apr 02 23:51:45 +0000 2012
pucv_cl,57939767,cristianmenal,5500,204,213,Sat Jul 18 14:08:53 +0000 2009
pucv_cl,1.15198708193528E+018,DaniloPereda,0,13,0,Thu Jul 18 22:48:18 +0000 2019
pucv_cl,70862041,kcdpsb,20950,419,525,Wed Sep 02 02:42:31 +0000 2009
pucv_cl,1.24398723930833E+018,josetoro_c,0,8,3,Sat Mar 28 19:44:15 +0000 2020
pucv_cl,1.24113627228812E+018,Carlos17071017,1,333,2,Fri Mar 20 22:56:01 +0000 2020
pucv_cl,1.224058923101E+018,EDUARDO22763545,1,664,88,Sun Feb 02 19:56:23 +0000 2020
pucv_cl,9.93226378798666E+017,litleweepingirl,410,115,26,Sun May 06 20:29:56 +0000 2018
pucv_cl,1406636670,AedoLillo,2,924,18,Mon May 06 03:07:10 +0000 2013
pucv_cl,2863108936,Angelo194Rojas,2,22,5,Wed Nov 05 19:26:33 +0000 2014
pucv_cl,1.14754329526814E+018,FabrizzioR_B,24,25,2,Sat Jul 06 16:30:16 +0000 2019
pucv_cl,1.19902093355139E+018,ArmandoRojasJa1,30,108,15,Mon Nov 25 17:44:18 +0000 2019
pucv_cl,1.24396548234618E+018,Fran1Fuenzalida,92,273,20,Sat Mar 28 18:22:30 +0000 2020
pucv_cl,1.244368225607E+018,fort_lissette,0,20,1,Sun Mar 29 20:58:15 +0000 2020
pucv_cl,1.24350875546941E+018,Katipilss,0,80,4,Fri Mar 27 12:02:53 +0000 2020
pucv_cl,1.05915230511374E+018,FranSantibanezN,81,61,2,Sun Nov 04 18:36:02 +0000 2018
pucv_cl,171568427,Andsaeze,133,760,159,Tue Jul 27 17:12:49 +0000 2010
pucv_cl,2558933608,MarioBlumM,2755,1113,120,Thu May 22 14:43:44 +0000 2014
pucv_cl,75942688,jafernandez9,3389,1351,432,Mon Sep 21 02:54:25 +0000 2009
pucv_cl,9.89138799082066E+017,RTSociologicos,1249,521,712,Wed Apr 25 13:47:21 +0000 2018
pucv_cl,127907788,luisymok,2373,1030,141,Tue Mar 30 15:56:54 +0000 2010
pucv_cl,1.13705461785708E+018,humanaconditio,1165,1659,718,Fri Jun 07 17:52:01 +0000 2019
pucv_cl,4729274901,LuzzMarianaaa,2281,273,145,Wed Jan 06 23:54:26 +0000 2016
pucv_cl,635903534,ComAstronomica,52,199,183,Sun Jul 15 04:44:22 +0000 2012
pucv_cl,1.24326497246298E+018,miliniimirilis,46,85,5,Thu Mar 26 19:54:23 +0000 2020
pucv_cl,1.23990408051816E+018,Tomas70950665,0,3,0,Tue Mar 17 13:19:10 +0000 2020
pucv_cl,3089627077,CaaamiCCGH,2881,1008,138,Mon Mar 16 13:51:27 +0000 2015
pucv_cl,597642641,lguerraq,221,540,102,Sat Jun 02 18:40:21 +0000 2012
pucv_cl,1.24003878227297E+018,wave__________,16,26,2,Tue Mar 17 23:09:29 +0000 2020
pucv_cl,1.23815851576149E+018,xabierarenas1,2,60,2,Thu Mar 12 17:43:00 +0000 2020
pucv_cl,1.19250439371278E+018,BalboaKatty,16,187,10,Thu Nov 07 18:10:06 +0000 2019
pucv_cl,1.24181573944472E+018,triviastral,2624,399,69,Sun Mar 22 19:55:28 +0000 2020
pucv_cl,151695320,yazcarina,4428,2044,1602,Fri Jun 04 01:19:58 +0000 2010
pucv_cl,1.18635760588886E+018,Richard50954203,22,144,5,Mon Oct 21 19:05:08 +0000 2019
pucv_cl,812192366,pamecas25,10,56,13,Sun Sep 09 02:56:30 +0000 2012
pucv_cl,118594771,SebaMirandaM,2445,1331,219,Mon Mar 01 04:59:10 +0000 2010
pucv_cl,2157744674,paulafran_munoz,76,22,17,Sun Oct 27 00:00:46 +0000 2013
pucv_cl,4291920383,mguajardol,666,75,45,Fri Nov 27 03:09:38 +0000 2015
pucv_cl,161465851,yasna_s_o_s,26,225,20,Wed Jun 30 22:57:25 +0000 2010
pucv_cl,1.24286433187383E+018,rojas_yito,1,22,2,Wed Mar 25 17:23:18 +0000 2020
pucv_cl,1.18927291057541E+018,ez_avid,89,40,8,Tue Oct 29 20:09:00 +0000 2019
pucv_cl,1664211787,satanicoalpeo,56751,1762,1878,Mon Aug 12 04:59:26 +0000 2013
pucv_cl,1.01212604448315E+018,Byron04049921,245,58,7,Thu Jun 28 00:10:28 +0000 2018
pucv_cl,1.05471251961129E+018,DonFranco_pr,28,76,8,Tue Oct 23 12:33:55 +0000 2018
pucv_cl,1.24248093698744E+018,MaulenToro,1,6,0,Tue Mar 24 15:58:42 +0000 2020
pucv_cl,1.24226930174413E+018,tcarokb,2,38,1,Tue Mar 24 01:57:45 +0000 2020
pucv_cl,2907957124,JJDDHHMM,16,1315,54,Sat Dec 06 16:18:38 +0000 2014
pucv_cl,1.18664638858893E+018,Guiller14070426,0,168,1,Tue Oct 22 14:12:13 +0000 2019
pucv_cl,8.30883219960652E+017,arsenico123,265,398,27,Sun Feb 12 20:56:11 +0000 2017
